COUNTY_CODE,COUNTY_NAME,STATE_CODE,YEAR,INTENDED_USE,INTENDED_USE_CODE,COVERAGE_LEVEL,COUNTY_BASE_VALUE,PROTECTION_PER_ACRE,SUBSIDY_LEVEL,MAX_ACRE_PERCENT,INSERT_TIMESTAMP,STATE_ABBREVIATION,GRID_ID_ORIGINAL,GRID_ID
273,Kleberg,48,2025,Grazing,007,75,15.5,11.625,0.59,0.5,2025-11-25 19:38:22.894,TX,8828,8828 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,75,15.5,11.625,0.59,0.5,2025-11-25 19:38:53.190,TX,8829,8829 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,75,15.5,11.625,0.59,0.5,2025-11-25 19:39:23.395,TX,8830,8830 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,75,15.5,11.625,0.59,0.5,2025-11-25 19:39:53.638,TX,8831,8831 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:40:23.744,TX,9128,9128 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:40:53.774,TX,9129,9129 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:41:23.953,TX,9130,9130 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:41:54.291,TX,9131,9131 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:42:25.632,TX,8828,8828 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:42:56.915,TX,8829,8829 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:43:27.081,TX,8830,8830 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,80,15.5,12.4,0.55,0.5,2025-11-25 19:43:57.382,TX,8831,8831 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:44:27.689,TX,9128,9128 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:44:56.414,TX,9129,9129 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:45:24.803,TX,9130,9130 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:45:55.636,TX,9131,9131 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:46:26.415,TX,8828,8828 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:46:54.997,TX,8829,8829 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:47:24.190,TX,8830,8830 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,85,15.5,13.175,0.55,0.5,2025-11-25 19:47:59.076,TX,8831,8831 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:48:31.663,TX,9128,9128 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:49:03.565,TX,9129,9129 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:49:36.389,TX,9130,9130 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:50:09.496,TX,9131,9131 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:50:42.812,TX,8828,8828 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:51:15.771,TX,8829,8829 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:51:49.341,TX,8830,8830 (Kleberg - TX)
273,Kleberg,48,2025,Grazing,007,90,15.5,13.95,0.51,0.5,2025-11-25 19:52:20.449,TX,8831,8831 (Kleberg - TX)
261,Kenedy,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 19:56:43.403,TX,7929,7929 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 19:57:13.636,TX,7930,7930 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 19:57:43.937,TX,7931,7931 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 19:58:15.570,TX,8230,8230 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 19:58:47.501,TX,8231,8231 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 19:59:18.545,TX,8829,8829 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 19:59:49.002,TX,7929,7929 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:00:21.465,TX,7930,7930 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:00:52.702,TX,7931,7931 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:01:25.908,TX,8230,8230 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:01:58.864,TX,8231,8231 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:02:32.501,TX,8829,8829 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:03:02.809,TX,7929,7929 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:03:33.120,TX,7930,7930 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:04:05.618,TX,7931,7931 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:04:38.153,TX,8230,8230 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:05:09.568,TX,8231,8231 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:05:39.740,TX,8829,8829 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:06:11.636,TX,7929,7929 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:06:42.323,TX,7930,7930 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:07:14.216,TX,7931,7931 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:07:45.283,TX,8230,8230 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:08:15.936,TX,8231,8231 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:08:48.477,TX,8829,8829 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:09:21.475,TX,7929,7929 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:09:55.358,TX,7930,7930 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:10:27.588,TX,7931,7931 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:10:58.643,TX,8230,8230 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:11:29.230,TX,8231,8231 (Kenedy - TX)
261,Kenedy,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:11:59.832,TX,8829,8829 (Kenedy - TX)
047,Brooks,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 20:28:14.365,TX,8528,8528 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 20:28:47.500,TX,8228,8228 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 20:29:20.453,TX,8229,8229 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,70,18.2,12.74,0.59,0.5,2025-11-25 20:29:54.008,TX,8529,8529 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:30:27.210,TX,8528,8528 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:31:00.175,TX,8228,8228 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:31:34.447,TX,8229,8229 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,75,18.2,13.65,0.59,0.5,2025-11-25 20:32:08.194,TX,8529,8529 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:32:41.647,TX,8528,8528 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:33:15.770,TX,8228,8228 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:33:49.520,TX,8229,8229 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,80,18.2,14.56,0.55,0.5,2025-11-25 20:34:22.423,TX,8529,8529 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:34:56.310,TX,8528,8528 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:35:26.970,TX,8228,8228 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:35:56.705,TX,8229,8229 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,85,18.2,15.47,0.55,0.5,2025-11-25 20:36:26.740,TX,8529,8529 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:36:56.904,TX,8528,8528 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:37:27.191,TX,8228,8228 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:37:57.243,TX,8229,8229 (Brooks - TX)
047,Brooks,48,2025,Grazing,007,90,18.2,16.38,0.51,0.5,2025-11-25 20:38:29.328,TX,8529,8529 (Brooks - TX)
